algorithm,maze_rows,maze_cols,density,trial,runtime,peak_memory,path_length,nodes_explored,success
BFS,40,40,0.3,9,0.0013718000845983624,89608,78,1088,1
DFS,40,40,0.3,9,0.0027266000397503376,90208,262,816,1
Astar,40,40,0.3,9,0.0012730000307783484,78616,78,460,1
ACO,40,40,0.3,9,0.16183080000337213,36680,0,11132,0
BFS,40,40,0.3,10,0.00123259995598346,89608,80,1072,1
DFS,40,40,0.3,10,0.001751899952068925,89952,242,579,1
Astar,40,40,0.3,10,0.002377700060606003,78616,80,523,1
ACO,40,40,0.3,10,0.19896329997573048,36008,0,16454,0
BFS,40,40,0.3,11,0.0012740000383928418,89608,82,1078,1
DFS,40,40,0.3,11,0.0018867000471800566,89728,160,640,1
Astar,40,40,0.3,11,0.0009460001019760966,78520,82,395,1
ACO,40,40,0.3,11,0.10839469998609275,27736,0,5691,0
BFS,40,40,0.3,12,0.001207799999974668,89608,78,1086,1
DFS,40,40,0.3,12,0.0020670000230893493,89728,272,726,1
Astar,40,40,0.3,12,0.0009859000565484166,78584,78,398,1
ACO,40,40,0.3,12,0.1583775000181049,36224,0,12294,0
BFS,40,40,0.3,13,0.0012323999544605613,89608,78,1087,1
DFS,40,40,0.3,13,0.0018671000143513083,89952,300,641,1
Astar,40,40,0.3,13,0.0014530998887494206,78680,78,513,1
ACO,40,40,0.3,13,0.21273520006798208,28048,0,14724,0
BFS,40,40,0.3,14,0.001233199960552156,89608,80,1071,1
DFS,40,40,0.3,14,0.0011522999266162515,61440,178,375,1
Astar,40,40,0.3,14,0.0012268000282347202,78584,80,467,1
ACO,40,40,0.3,14,0.18871650006622076,27328,0,13282,0
BFS,40,40,0.3,15,0.0014612000668421388,89608,80,1117,1
DFS,40,40,0.3,15,0.0017200000584125519,61728,248,491,1
Astar,40,40,0.3,15,0.0007628999883309007,31768,80,282,1
ACO,40,40,0.3,15,0.17029599996749312,28184,0,12135,0
BFS,40,40,0.3,16,0.0013125999830663204,89608,80,1065,1
DFS,40,40,0.3,16,0.002140299999155104,89952,156,738,1
Astar,40,40,0.3,16,0.0013213999336585402,78680,80,586,1
ACO,40,40,0.3,16,0.22646499995607883,28120,0,21417,0
BFS,40,40,0.3,17,0.0013612000038847327,89608,80,1109,1
DFS,40,40,0.3,17,0.0026947000296786427,89728,206,890,1
Astar,40,40,0.3,17,0.0008865999989211559,78616,80,321,1
ACO,40,40,0.3,17,0.14906289998907596,28240,0,9663,0
BFS,40,40,0.3,18,0.0013141999952495098,89608,84,1117,1
DFS,40,40,0.3,18,0.001854600035585463,89952,202,582,1
Astar,40,40,0.3,18,0.001781799946911633,125720,84,813,1
ACO,40,40,0.3,18,0.16776490001939237,28024,0,13864,0
BFS,40,40,0.3,19,0.0012092000106349587,89608,78,1124,1
DFS,40,40,0.3,19,0.0019289000192657113,89952,242,679,1
Astar,40,40,0.3,19,0.0009492000099271536,78680,78,392,1
ACO,40,40,0.3,19,0.19925700000021607,28328,0,17594,0
BFS,40,40,0.3,20,0.0012966999784111977,89608,86,1077,1
DFS,40,40,0.3,20,0.0012354999780654907,61728,188,432,1
Astar,40,40,0.3,20,0.0013599999947473407,78584,86,555,1
ACO,40,40,0.3,20,0.14035799994599074,27856,0,10247,0
BFS,40,40,0.4,1,0.0007224999135360122,61960,96,487,1
DFS,40,40,0.4,1,0.0011554999509826303,61344,136,304,1
Astar,40,40,0.4,1,0.001145999995060265,79248,96,389,1
ACO,40,40,0.4,1,0.21425319998525083,23728,0,16862,0
BFS,40,40,0.4,2,0.0006782000418752432,61960,88,573,1
DFS,40,40,0.4,2,0.0011347000254318118,61472,162,352,1
Astar,40,40,0.4,2,0.0008687999797984958,79440,88,355,1
ACO,40,40,0.4,2,0.16182679997291416,24160,0,11485,0
BFS,40,40,0.4,3,0.000866799964569509,89608,82,742,1
DFS,40,40,0.4,3,0.00181489996612072,61344,158,601,1
Astar,40,40,0.4,3,0.0008743000216782093,79440,82,367,1
ACO,40,40,0.4,3,0.11929530010093004,24520,0,7760,0
BFS,40,40,0.4,4,0.0007128999568521976,61960,96,664,1
DFS,40,40,0.4,4,0.0009588999673724174,61152,124,343,1
Astar,40,40,0.4,4,0.001016699941828847,79216,96,470,1
ACO,40,40,0.4,4,0.16644339996855706,24712,0,14268,0
BFS,40,40,0.4,5,0.0007302999729290605,61960,88,547,1
DFS,40,40,0.4,5,0.0006394999800249934,22720,102,194,1
Astar,40,40,0.4,5,0.0005859000375494361,31672,88,215,1
ACO,40,40,0.4,5,0.14398030005395412,23968,0,10614,0
BFS,40,40,0.4,6,0.0014799999771639705,89608,84,738,1
DFS,40,40,0.4,6,0.0014853000175207853,61472,114,461,1
Astar,40,40,0.4,6,0.0009492000099271536,79440,84,363,1
ACO,40,40,0.4,6,0.1567528999876231,24160,0,8926,0
BFS,40,40,0.4,7,0.0007468999829143286,61960,82,642,1
DFS,40,40,0.4,7,0.0009384999284520745,61312,138,295,1
Astar,40,40,0.4,7,0.000801999936811626,78488,82,311,1
ACO,40,40,0.4,7,0.18658400001004338,32288,0,13221,0
BFS,40,40,0.4,8,0.0006897000130265951,61960,84,634,1
DFS,40,40,0.4,8,0.0017248999793082476,61248,136,577,1
Astar,40,40,0.4,8,0.0007073000306263566,54960,84,300,1
ACO,40,40,0.4,8,0.14286809996701777,24280,0,11054,0
BFS,40,40,0.4,9,0.0006321000400930643,61960,90,556,1
DFS,40,40,0.4,9,0.0009710999438539147,61120,148,333,1
Astar,40,40,0.4,9,0.0009687000419944525,79344,90,426,1
ACO,40,40,0.4,9,0.12727349996566772,23416,0,8391,0
BFS,40,40,0.4,10,0.0008368000853806734,89608,82,756,1
DFS,40,40,0.4,10,0.0017370999557897449,61440,116,598,1
Astar,40,40,0.4,10,0.000737300026230514,78616,82,308,1
ACO,40,40,0.4,10,0.09868399996776134,24520,0,5708,0
BFS,40,40,0.4,11,0.0006588000105693936,61960,80,609,1
DFS,40,40,0.4,11,0.0007974000182002783,50960,118,270,1
Astar,40,40,0.4,11,0.0006923000328242779,31832,80,304,1
ACO,40,40,0.4,11,0.1930565000511706,24760,0,14729,0
BFS,40,40,0.4,12,0.0008511000778526068,89608,90,714,1
DFS,40,40,0.4,12,0.0015543000772595406,61248,110,542,1
Astar,40,40,0.4,12,0.0012577999150380492,79408,90,572,1
ACO,40,40,0.4,12,0.14936150005087256,24160,0,11709,0
BFS,40,40,0.4,13,0.0008023999398574233,61960,104,672,1
DFS,40,40,0.4,13,0.0009391999337822199,61440,194,333,1
Astar,40,40,0.4,13,0.000937200034968555,79280,104,429,1
ACO,40,40,0.4,13,0.18579170003067702,24208,0,15625,0
BFS,40,40,0.4,14,0.000837799976579845,89608,104,809,1
DFS,40,40,0.4,14,0.0008612999226897955,61312,124,304,1
Astar,40,40,0.4,14,0.0008039999520406127,79408,104,368,1
ACO,40,40,0.4,14,0.12128459999803454,23968,0,9063,0
BFS,40,40,0.4,15,0.0007931999862194061,89608,86,731,1
DFS,40,40,0.4,15,0.000951400026679039,61056,116,345,1
Astar,40,40,0.4,15,0.0009901999728754163,78488,86,463,1
ACO,40,40,0.4,15,0.146692999987863,23872,0,9914,0
BFS,40,40,0.4,16,0.0008615999249741435,89608,86,753,1
DFS,40,40,0.4,16,0.001041300012730062,61216,130,331,1
Astar,40,40,0.4,16,0.001078799949027598,79312,86,479,1
ACO,40,40,0.4,16,0.13715249998494983,24088,0,10433,0
BFS,40,40,0.4,17,0.0007034000009298325,61960,102,664,1
DFS,40,40,0.4,17,0.0012737999204546213,61312,174,443,1
Astar,40,40,0.4,17,0.0010148999281227589,79248,102,452,1
ACO,40,40,0.4,17,0.1482903000432998,24520,0,11167,0
BFS,40,40,0.4,18,0.0009561999468132854,89608,80,812,1
DFS,40,40,0.4,18,0.001021199976094067,61600,206,302,1
Astar,40,40,0.4,18,0.0007236999226734042,31736,80,218,1
ACO,40,40,0.4,18,0.21615500003099442,24520,0,18111,0
BFS,40,40,0.4,19,0.0007573999464511871,61960,88,666,1
DFS,40,40,0.4,19,0.0018723000539466739,88864,112,638,1
Astar,40,40,0.4,19,0.0007972999010235071,79376,88,353,1
ACO,40,40,0.4,19,0.16554299998097122,23632,0,13361,0
BFS,40,40,0.4,20,0.0006528999656438828,61960,86,500,1
DFS,40,40,0.4,20,0.0008758999174460769,50864,106,257,1
Astar,40,40,0.4,20,0.0007567999418824911,31768,86,282,1
ACO,40,40,0.4,20,0.14636190002784133,24160,0,9156,0
BFS,80,80,0.1,1,0.01540140004362911,1190360,158,5742,1
DFS,80,80,0.1,1,0.02078390005044639,1002320,1238,3994,1
Astar,80,80,0.1,1,0.022659099893644452,622960,158,4781,1
ACO,80,80,0.1,1,0.6083610999630764,147240,0,34215,0
BFS,80,80,0.1,2,0.016246400075033307,1190360,158,5770,1
DFS,80,80,0.1,2,0.006723600090481341,259112,1012,1687,1
Astar,80,80,0.1,2,0.01943430001847446,631584,158,4852,1
ACO,80,80,0.1,2,0.5805095999967307,147936,0,30245,0
BFS,80,80,0.1,3,0.014092399971559644,1190360,158,5724,1
DFS,80,80,0.1,3,0.010825000004842877,408128,978,2469,1
Astar,80,80,0.1,3,0.01856290001887828,624456,158,4904,1
ACO,80,80,0.1,3,0.5719913999782875,146808,0,32959,0
BFS,80,80,0.1,4,0.0135034000268206,1190360,158,5760,1
DFS,80,80,0.1,4,0.020534700015559793,1002320,796,4193,1
Astar,80,80,0.1,4,0.019466400030069053,602696,158,4564,1
ACO,80,80,0.1,4,0.6042563000228256,147672,0,28901,0
BFS,80,80,0.1,5,0.014531199936755002,1190360,158,5724,1
DFS,80,80,0.1,5,0.008058300008997321,407040,1012,1975,1
Astar,80,80,0.1,5,0.0207321000052616,1152616,158,4947,1
ACO,80,80,0.1,5,0.6001010000472888,146784,0,33934,0
BFS,80,80,0.1,6,0.013152500032447278,1190360,158,5738,1
DFS,80,80,0.1,6,0.010621999972499907,408064,1324,2543,1
Astar,80,80,0.1,6,0.021216999972239137,623688,158,4879,1
ACO,80,80,0.1,6,0.6279381000204012,147120,0,37162,0
BFS,80,80,0.1,7,0.01322200009599328,1190360,158,5710,1
DFS,80,80,0.1,7,0.020777300000190735,1003952,776,4711,1
Astar,80,80,0.1,7,0.017454300075769424,614984,158,4743,1
ACO,80,80,0.1,7,0.6343565999995917,146520,0,34077,0
BFS,80,80,0.1,8,0.014517500065267086,1190360,158,5732,1
DFS,80,80,0.1,8,0.01246030000038445,413552,1218,2693,1
Astar,80,80,0.1,8,0.018340199952945113,609224,158,4669,1
ACO,80,80,0.1,8,0.5794843999901786,146976,0,32687,0
BFS,80,80,0.1,9,0.013360799988731742,1190360,158,5772,1
DFS,80,80,0.1,9,0.0035436999751254916,247328,864,1079,1
Astar,80,80,0.1,9,0.02011409995611757,651592,158,4606,1
ACO,80,80,0.1,9,0.6579940000083297,148008,0,37469,0
BFS,80,80,0.1,10,0.015873200027272105,1190296,158,5765,1
DFS,80,80,0.1,10,0.0033108999487012625,246112,504,917,1
Astar,80,80,0.1,10,0.025813200045377016,1507184,158,5315,1
ACO,80,80,0.1,10,0.6294900999637321,147816,0,36575,0
BFS,80,80,0.1,11,0.017511800047941506,1190360,158,5726,1
DFS,80,80,0.1,11,0.005006200051866472,245600,532,1239,1
Astar,80,80,0.1,11,0.02301220002118498,645736,158,4810,1
ACO,80,80,0.1,11,0.4813938000006601,146832,0,21741,0
BFS,80,80,0.1,12,0.012790100066922605,1190360,158,5790,1
DFS,80,80,0.1,12,0.00766869995277375,249256,494,2066,1
Astar,80,80,0.1,12,0.02157360001001507,1485040,158,5413,1
ACO,80,80,0.1,12,0.6585077999625355,148368,0,39622,0
BFS,80,80,0.1,13,0.012336699990555644,1190360,158,5824,1
DFS,80,80,0.1,13,0.023820800008252263,999600,680,4695,1
Astar,80,80,0.1,13,0.02215859992429614,1485264,158,5401,1
ACO,80,80,0.1,13,0.648827499942854,149184,0,39436,0
BFS,80,80,0.1,14,0.012911799945868552,1190360,158,5776,1
DFS,80,80,0.1,14,0.03200139990076423,406208,972,2445,1
Astar,80,80,0.1,14,0.024040799937210977,1150280,158,5087,1
ACO,80,80,0.1,14,0.6019581999862567,148056,0,32191,0
BFS,80,80,0.1,15,0.015026999986730516,1190360,158,5758,1
DFS,80,80,0.1,15,0.00816670001950115,407104,840,2008,1
Astar,80,80,0.1,15,0.018826999934390187,606728,158,4614,1
ACO,80,80,0.1,15,0.4878134001046419,147624,0,24591,0
BFS,80,80,0.1,16,0.013591399998404086,1190360,158,5777,1
DFS,80,80,0.1,16,0.0078747000079602,409280,1464,1955,1
Astar,80,80,0.1,16,0.01886939990799874,612232,158,4701,1
ACO,80,80,0.1,16,0.40428609994705766,148080,0,16104,0
BFS,80,80,0.1,17,0.014098700019530952,1190360,158,5749,1
DFS,80,80,0.1,17,0.012437499943189323,409280,1248,2440,1
Astar,80,80,0.1,17,0.022543300059624016,1154088,158,5254,1
ACO,80,80,0.1,17,0.5532862999243662,147432,0,32052,0
BFS,80,80,0.1,18,0.015253999968990684,1190360,158,5720,1
DFS,80,80,0.1,18,0.006345000001601875,253352,1106,1490,1
Astar,80,80,0.1,18,0.02213209995534271,1174824,158,4924,1
ACO,80,80,0.1,18,0.49064920004457235,146736,0,26515,0
BFS,80,80,0.1,19,0.013129299972206354,1190360,158,5738,1
DFS,80,80,0.1,19,0.018498299992643297,463024,616,4112,1
Astar,80,80,0.1,19,0.021272700047120452,624712,158,4879,1
ACO,80,80,0.1,19,0.5846663999836892,147192,0,37251,0
BFS,80,80,0.1,20,0.01491700008045882,1190360,158,5766,1
DFS,80,80,0.1,20,0.02005509997252375,1002256,632,4459,1
Astar,80,80,0.1,20,0.01896900008432567,623880,158,4882,1
ACO,80,80,0.1,20,0.5890285999048501,147792,0,28444,0
BFS,80,80,0.2,1,0.012126000015996397,991496,158,5117,1
DFS,80,80,0.2,1,0.017641899990849197,458416,694,4113,1
Astar,80,80,0.2,1,0.013601000071503222,554472,158,3573,1
ACO,80,80,0.2,1,0.3990979000227526,132600,0,16358,0
BFS,80,80,0.2,2,0.012470300076529384,991496,158,5137,1
DFS,80,80,0.2,2,0.0040484999772161245,246144,752,1245,1
Astar,80,80,0.2,2,0.01290490000974387,586936,158,3268,1
ACO,80,80,0.2,2,0.4435488999588415,133008,0,20732,0
BFS,80,80,0.2,3,0.011090400046668947,991496,160,5066,1
DFS,80,80,0.2,3,0.004102900042198598,246688,922,1309,1
Astar,80,80,0.2,3,0.006734200054779649,335608,160,1932,1
ACO,80,80,0.2,3,0.40009810007177293,123008,0,8700,0
BFS,80,80,0.2,4,0.01793009997345507,991496,158,5119,1
DFS,80,80,0.2,4,0.028182100038975477,422864,1082,3169,1
Astar,80,80,0.2,4,0.017459700000472367,548920,158,3074,1
ACO,80,80,0.2,4,0.7325392999919131,132504,0,20837,0
BFS,80,80,0.2,5,0.020450999960303307,991496,158,5111,1
DFS,80,80,0.2,5,0.009847500012256205,246688,928,1363,1
Astar,80,80,0.2,5,0.016465599997900426,366840,158,2508,1
ACO,80,80,0.2,5,0.6707595000043511,132504,0,14490,0
BFS,80,80,0.2,6,0.01574800000526011,991496,158,5089,1
DFS,80,80,0.2,6,0.028697500005364418,431632,664,3722,1
Astar,80,80,0.2,6,0.017137299990281463,548856,158,3243,1
ACO,80,80,0.2,6,0.8420737999258563,132048,0,26489,0
BFS,80,80,0.2,7,0.015593299991451204,991496,158,5089,1
DFS,80,80,0.2,7,0.016378500033169985,407040,742,2819,1
Astar,80,80,0.2,7,0.016638800036162138,549208,158,3333,1
ACO,80,80,0.2,7,0.701991599984467,131856,0,23551,0
BFS,80,80,0.2,8,0.015696899965405464,991496,158,5082,1
DFS,80,80,0.2,8,0.004764400073327124,245152,472,1259,1
Astar,80,80,0.2,8,0.01512420002836734,569336,158,3153,1
ACO,80,80,0.2,8,0.7494584999512881,131616,0,18038,0
BFS,80,80,0.2,9,0.015000400017015636,991496,158,5088,1
DFS,80,80,0.2,9,0.018373599974438548,416048,1078,3172,1
Astar,80,80,0.2,9,0.019716799957677722,553768,158,3671,1
ACO,80,80,0.2,9,0.6653946000151336,131880,0,25464,0
BFS,80,80,0.2,10,0.01354479999281466,991496,158,5077,1
DFS,80,80,0.2,10,0.026814299984835088,442768,476,4055,1
Astar,80,80,0.2,10,0.014926500036381185,549272,158,3119,1
ACO,80,80,0.2,10,0.6792736999923363,131688,0,22996,0
BFS,80,80,0.2,11,0.02254859998356551,991496,158,5138,1
DFS,80,80,0.2,11,0.019060199963860214,406208,520,2724,1
Astar,80,80,0.2,11,0.017292700009420514,548920,158,2805,1
ACO,80,80,0.2,11,0.7725126000586897,133224,0,24055,0
BFS,80,80,0.2,12,0.016898499918170273,991496,158,5107,1
DFS,80,80,0.2,12,0.009324299986474216,249224,764,1946,1
Astar,80,80,0.2,12,0.012415400007739663,548920,158,2899,1
ACO,80,80,0.2,12,0.5503822999307886,132408,0,17038,0
BFS,80,80,0.2,13,0.014833399909548461,991496,158,5160,1
DFS,80,80,0.2,13,0.024951700004749,997424,718,4313,1
Astar,80,80,0.2,13,0.017573700053617358,548920,158,3536,1
ACO,80,80,0.2,13,0.5564767000032589,133440,0,17751,0
BFS,80,80,0.2,14,0.013715800014324486,991496,158,5132,1
DFS,80,80,0.2,14,0.007770200027152896,252840,1178,1679,1
Astar,80,80,0.2,14,0.018056700006127357,574488,158,3528,1
ACO,80,80,0.2,14,0.5885914999525994,132768,0,19712,0
BFS,80,80,0.2,15,0.015247900038957596,991496,158,5061,1
DFS,80,80,0.2,15,0.022513199946843088,438320,626,3911,1
Astar,80,80,0.2,15,0.015461700037121773,548952,158,3209,1
ACO,80,80,0.2,15,0.625463500036858,131472,0,18839,0
BFS,80,80,0.2,16,0.027078700019046664,991496,158,5081,1
DFS,80,80,0.2,16,0.004535800078883767,246112,774,1082,1
Astar,80,80,0.2,16,0.022685400093905628,588376,158,3376,1
ACO,80,80,0.2,16,0.7247209999477491,123744,0,25952,0
BFS,80,80,0.2,17,0.017852699966169894,991496,158,5110,1
DFS,80,80,0.2,17,0.02735650003887713,447088,854,3881,1
Astar,80,80,0.2,17,0.015331299975514412,548920,158,3009,1
ACO,80,80,0.2,17,0.5691435999469832,132480,0,16458,0
BFS,80,80,0.2,18,0.014336199965327978,991496,158,5105,1
DFS,80,80,0.2,18,0.022020500036887825,428400,730,3637,1
Astar,80,80,0.2,18,0.014039500034414232,548920,158,2990,1
ACO,80,80,0.2,18,0.581607999978587,132384,0,16102,0
BFS,80,80,0.2,19,0.014696900034323335,991496,158,5101,1
DFS,80,80,0.2,19,0.020415399922057986,444880,1268,3425,1
Astar,80,80,0.2,19,0.019768300000578165,551208,158,3604,1
ACO,80,80,0.2,19,0.5974052000092342,132624,0,19984,0
BFS,80,80,0.2,20,0.015052600065246224,991496,158,5107,1
DFS,80,80,0.2,20,0.02138839999679476,447216,966,3706,1
Astar,80,80,0.2,20,0.014472999959252775,548920,158,3142,1
ACO,80,80,0.2,20,0.501680999994278,132456,0,11001,0
BFS,80,80,0.3,1,0.01196839998010546,432264,160,4367,1
DFS,80,80,0.3,1,0.009436700027436018,244416,586,2128,1
Astar,80,80,0.3,1,0.008067499962635338,312952,160,1996,1
ACO,80,80,0.3,1,0.5321702000219375,117144,0,13533,0
BFS,80,80,0.3,2,0.011717999936081469,425208,162,4266,1
DFS,80,80,0.3,2,0.005920899915508926,245632,418,1472,1
Astar,80,80,0.3,2,0.005688900011591613,313176,162,1631,1
ACO,80,80,0.3,2,0.48542789998464286,107360,0,12266,0
BFS,80,80,0.3,3,0.01239520008675754,431544,164,4365,1
DFS,80,80,0.3,3,0.02108790003694594,417200,362,3848,1
Astar,80,80,0.3,3,0.009697699919342995,314200,164,2327,1
ACO,80,80,0.3,3,0.4907437999499962,108320,0,9221,0
BFS,80,80,0.3,4,0.011382199940271676,436488,158,4434,1
DFS,80,80,0.3,4,0.013892800081521273,404096,632,2808,1
Astar,80,80,0.3,4,0.003777700010687113,126072,158,1107,1
ACO,80,80,0.3,4,0.4812773000448942,109488,0,12870,0
BFS,80,80,0.3,5,0.011173399980179965,429640,174,4327,1
DFS,80,80,0.3,5,0.0029366000089794397,89984,400,590,1
Astar,80,80,0.3,5,0.005536700016818941,312920,174,1665,1
ACO,80,80,0.3,5,0.5188764000777155,107384,0,16985,0
BFS,80,80,0.3,6,0.012419700040481985,434360,162,4409,1
DFS,80,80,0.3,6,0.0066524000139907,244416,784,1631,1
Astar,80,80,0.3,6,0.0032622000435367227,126072,162,1037,1
ACO,80,80,0.3,6,0.5761891000438482,117288,0,21177,0
BFS,80,80,0.3,7,0.01151500002015382,428168,162,4304,1
DFS,80,80,0.3,7,0.021916699944995344,420688,418,3884,1
Astar,80,80,0.3,7,0.0051235000137239695,313176,162,1342,1
ACO,80,80,0.3,7,0.47664350003469735,116976,0,11905,0
BFS,80,80,0.3,8,0.012098899926058948,431432,166,4355,1
DFS,80,80,0.3,8,0.011468100012280047,405408,1186,2292,1
Astar,80,80,0.3,8,0.0166369000216946,548376,166,3147,1
ACO,80,80,0.3,8,0.604040400008671,116256,0,17929,0
BFS,80,80,0.3,9,0.013819499989040196,430968,158,4355,1
DFS,80,80,0.3,9,0.00879190000705421,244416,542,2097,1
Astar,80,80,0.3,9,0.007866399944759905,313176,158,1463,1
ACO,80,80,0.3,9,0.603881600080058,108816,0,18333,0
BFS,80,80,0.3,10,0.0139821000630036,432456,158,4371,1
DFS,80,80,0.3,10,0.015415700036101043,404640,980,2806,1
Astar,80,80,0.3,10,0.004951500101014972,313432,158,1609,1
ACO,80,80,0.3,10,0.5269425999140367,116976,0,15999,0
BFS,80,80,0.3,11,0.01255929993931204,430968,170,4352,1
DFS,80,80,0.3,11,0.003988799988292158,203440,472,1039,1
Astar,80,80,0.3,11,0.015547599992714822,567928,170,3227,1
ACO,80,80,0.3,11,0.5709807000821456,117000,0,17034,0
BFS,80,80,0.3,12,0.01278060011100024,433528,164,4396,1
DFS,80,80,0.3,12,0.007158600026741624,244096,818,1726,1
Astar,80,80,0.3,12,0.013108199927955866,575672,164,2636,1
ACO,80,80,0.3,12,0.48142269998788834,108552,0,12532,0
BFS,80,80,0.3,13,0.010838699992746115,432392,162,4368,1
DFS,80,80,0.3,13,0.01745299994945526,404064,664,3160,1
Astar,80,80,0.3,13,0.005140600027516484,313432,162,1369,1
ACO,80,80,0.3,13,0.5036565000191331,109112,0,12067,0
BFS,80,80,0.3,14,0.012157600023783743,436616,160,4437,1
DFS,80,80,0.3,14,0.009348000050522387,245736,952,1920,1
Astar,80,80,0.3,14,0.004329700022935867,313400,160,1419,1
ACO,80,80,0.3,14,0.5123147999402136,109952,0,10042,0
BFS,80,80,0.3,15,0.012740600039251149,432568,160,4381,1
DFS,80,80,0.3,15,0.00684950000140816,244768,546,1093,1
Astar,80,80,0.3,15,0.0031202000100165606,126232,160,966,1
ACO,80,80,0.3,15,0.6209736000746489,116136,0,15910,0
BFS,80,80,0.3,16,0.011189699987880886,430024,162,4333,1
DFS,80,80,0.3,16,0.014513899921439588,404064,616,2806,1
Astar,80,80,0.3,16,0.00855929998215288,312952,162,2101,1
ACO,80,80,0.3,16,0.5859859999036416,108368,0,10736,0
BFS,80,80,0.3,17,0.017052900046110153,427400,160,4292,1
DFS,80,80,0.3,17,0.01755089999642223,245152,726,1191,1
Astar,80,80,0.3,17,0.00812949996907264,313400,160,1400,1
ACO,80,80,0.3,17,0.7791151999263093,115872,0,16172,0
BFS,80,80,0.3,18,0.011538299964740872,430712,158,4352,1
DFS,80,80,0.3,18,0.004709700006060302,204176,640,977,1
Astar,80,80,0.3,18,0.004851799923926592,313432,158,1364,1
ACO,80,80,0.3,18,0.4708119999850169,108584,0,7157,0
BFS,80,80,0.3,19,0.018166300025768578,434184,162,4398,1
DFS,80,80,0.3,19,0.025063300039619207,402048,458,2445,1
Astar,80,80,0.3,19,0.0028205999406054616,125944,162,844,1
ACO,80,80,0.3,19,0.7421541000949219,108848,0,16513,0
BFS,80,80,0.3,20,0.013339899946004152,437128,158,4441,1
DFS,80,80,0.3,20,0.012770599918439984,404064,808,2348,1
Astar,80,80,0.3,20,0.003944500000216067,313400,158,1257,1
ACO,80,80,0.3,20,0.677476100041531,117720,0,15613,0
BFS,80,80,0.4,1,0.009110999992117286,243208,178,2553,1
DFS,80,80,0.4,1,0.002051000017672777,61248,222,534,1
Astar,80,80,0.4,1,0.0038065999979153275,316240,178,1308,1
ACO,80,80,0.4,1,0.5175671000033617,93968,0,5542,0
BFS,80,80,0.4,2,0.002558200038038194,243208,174,1926,1
DFS,80,80,0.4,2,0.010235300054773688,243840,302,2072,1
Astar,80,80,0.4,2,0.0031353000085800886,125720,174,1174,1
ACO,80,80,0.4,2,0.5203470999840647,95024,0,7212,0
BFS,80,80,0.4,3,0.002163900062441826,243208,188,1470,1
DFS,80,80,0.4,3,0.0024799000238999724,89248,252,677,1
Astar,80,80,0.4,3,0.003058200003579259,125496,188,1067,1
ACO,80,80,0.4,3,0.5068123999517411,92408,0,11052,0
BFS,80,80,0.4,4,0.005712499958463013,244016,194,2581,1
DFS,80,80,0.4,4,0.006392900017090142,243296,324,1372,1
Astar,80,80,0.4,4,0.005869999993592501,316400,194,1799,1
ACO,80,80,0.4,4,0.49914510000962764,94544,0,9898,0
BFS,80,80,0.4,5,0.0035882999654859304,243208,200,2096,1
DFS,80,80,0.4,5,0.006453100009821355,243584,324,1696,1
Astar,80,80,0.4,5,0.004156499984674156,315888,200,1410,1
ACO,80,80,0.4,5,0.6745283000636846,93800,0,16219,0
BFS,80,80,0.4,6,0.004578700056299567,243208,164,2441,1
DFS,80,80,0.4,6,0.004099200014024973,243328,292,1259,1
Astar,80,80,0.4,6,0.001643399940803647,125816,164,670,1
ACO,80,80,0.4,6,0.5876379000255838,92744,0,14871,0
BFS,80,80,0.4,7,0.0053703999146819115,247664,198,2644,1
DFS,80,80,0.4,7,0.009887799969874322,243552,346,2101,1
Astar,80,80,0.4,7,0.0048177000135183334,316176,198,1565,1
ACO,80,80,0.4,7,0.6209450999740511,94064,0,12665,0
BFS,80,80,0.4,8,0.006927900016307831,400648,168,2837,1
DFS,80,80,0.4,8,0.008729799999855459,242976,282,2337,1
Astar,80,80,0.4,8,0.004203699994832277,125528,168,1034,1
ACO,80,80,0.4,8,0.45127380010671914,93296,0,16021,0
BFS,80,80,0.4,9,0.005802200059406459,400584,180,2983,1
DFS,80,80,0.4,9,0.0030034000519663095,89376,428,929,1
Astar,80,80,0.4,9,0.006136200041510165,316272,180,2052,1
ACO,80,80,0.4,9,0.4210999000351876,94880,0,11608,0
BFS,80,80,0.4,10,0.004050799994729459,243208,194,2540,1
DFS,80,80,0.4,10,0.0034676999785006046,202384,252,1134,1
Astar,80,80,0.4,10,0.003612400032579899,316048,194,1504,1
ACO,80,80,0.4,10,0.4103105999529362,93488,0,16200,0
BFS,80,80,0.4,11,0.006144900107756257,400584,180,3206,1
DFS,80,80,0.4,11,0.00558120000641793,243808,410,1823,1
Astar,80,80,0.4,11,0.003258400014601648,316272,180,1318,1
ACO,80,80,0.4,11,0.3629272999241948,94712,0,11592,0
BFS,80,80,0.4,12,0.004743400029838085,400584,180,2883,1
DFS,80,80,0.4,12,0.003318200004287064,202352,434,1140,1
Astar,80,80,0.4,12,0.002785300021059811,238376,180,1285,1
ACO,80,80,0.4,12,0.3800164998974651,93896,0,12899,0
BFS,80,80,0.4,13,0.005989599972963333,400648,188,3151,1
DFS,80,80,0.4,13,0.008053599973209202,244416,390,2318,1
Astar,80,80,0.4,13,0.005285499966703355,316272,188,2116,1
ACO,80,80,0.4,13,0.4384655000176281,95280,0,14266,0
BFS,80,80,0.4,14,0.004967199987731874,400648,206,2813,1
